timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2014-08-31T00:00:00.000Z";"2014-08-31T23:59:59.999Z";"2014-08-31T02:09:00.000Z";"2014-08-31T17:59:00.000Z";"2781";502.9049987793;504.8789978027;474.8139953613;477.7630004883;44632300;6312801959.75;"2014-08-31T23:59:59.999Z"
"2014-08-30T00:00:00.000Z";"2014-08-30T23:59:59.999Z";"2014-08-30T00:34:00.000Z";"2014-08-30T07:49:00.000Z";"2781";508.5899963379;509.308013916;501.6359863281;504.2489929199;9424070;6660385522.73;"2014-08-30T23:59:59.999Z"
"2014-08-29T00:00:00.000Z";"2014-08-29T23:59:59.999Z";"2014-08-29T15:34:00.000Z";"2014-08-29T08:44:00.000Z";"2781";508.424987793;511.6950073242;503.816986084;508.516998291;17624800;6714458468;"2014-08-29T23:59:59.999Z"
"2014-08-28T00:00:00.000Z";"2014-08-28T23:59:59.999Z";"2014-08-28T04:14:00.000Z";"2014-08-28T22:34:00.000Z";"2781";510.8840026855;516.1569824219;506.8770141602;507.8150024414;19862000;6703031046.25;"2014-08-28T23:59:59.999Z"
"2014-08-27T00:00:00.000Z";"2014-08-27T23:59:59.999Z";"2014-08-27T09:29:00.000Z";"2014-08-27T23:54:00.000Z";"2781";512.1890258789;520.708984375;510.9219970703;511.1530151367;22648500;6744868296.2;"2014-08-27T23:59:59.999Z"
"2014-08-26T00:00:00.000Z";"2014-08-26T23:59:59.999Z";"2014-08-26T15:54:00.000Z";"2014-08-26T00:04:00.000Z";"2781";502.5440063477;512.6879882813;502.5440063477;511.5700073242;23235100;6748171027;"2014-08-26T23:59:59.999Z"
"2014-08-25T00:00:00.000Z";"2014-08-25T23:59:59.999Z";"2014-08-25T00:04:00.000Z";"2014-08-25T08:19:00.000Z";"2781";508.2200012207;508.2200012207;499.233001709;502.4960021973;18356700;6626339377.6;"2014-08-25T23:59:59.999Z"
"2014-08-24T00:00:00.000Z";"2014-08-24T23:59:59.999Z";"2014-08-24T19:09:00.000Z";"2014-08-24T08:54:00.000Z";"2781";498.2850036621;512.8880004883;497.3510131836;508.2860107422;19441700;6700963066.7;"2014-08-24T23:59:59.999Z"
"2014-08-23T00:00:00.000Z";"2014-08-23T23:59:59.999Z";"2014-08-23T00:19:00.000Z";"2014-08-23T20:49:00.000Z";"2781";513.3939819336;514.2990112305;492.1140136719;498.075012207;25171900;6564528885;"2014-08-23T23:59:59.999Z"
"2014-08-22T00:00:00.000Z";"2014-08-22T23:59:59.999Z";"2014-08-22T15:54:00.000Z";"2014-08-22T06:24:00.000Z";"2781";517.5809936523;521.4790039063;501.2749938965;514.0430297852;36563900;6772889206.18;"2014-08-22T23:59:59.999Z"
"2014-08-21T00:00:00.000Z";"2014-08-21T23:59:59.999Z";"2014-08-21T02:29:00.000Z";"2014-08-21T00:04:00.000Z";"2781";510.449005127;531.9000244141;510.449005127;517.2369995117;49444200;6812929385.67;"2014-08-21T23:59:59.999Z"
"2014-08-20T00:00:00.000Z";"2014-08-20T23:59:59.999Z";"2014-08-20T19:44:00.000Z";"2014-08-20T05:44:00.000Z";"2781";485.0719909668;518.2849731445;467.5109863281;511.9800109863;46527600;6741573447;"2014-08-20T23:59:59.999Z"
"2014-08-19T00:00:00.000Z";"2014-08-19T23:59:59.999Z";"2014-08-19T20:04:00.000Z";"2014-08-19T01:04:05.000Z";"2781";461.4800109863;485.7099914551;455.5390014648;485.2449951172;38422400;6387510426.38;"2014-08-19T23:59:59.999Z"
"2014-08-18T00:00:00.000Z";"2014-08-18T23:59:59.999Z";"2014-08-18T00:49:00.000Z";"2014-08-18T12:54:00.000Z";"2781";491.5069885254;499.3699951172;443.8510131836;461.4599914551;50783800;6072259848;"2014-08-18T23:59:59.999Z"
"2014-08-17T00:00:00.000Z";"2014-08-17T23:59:59.999Z";"2014-08-17T00:09:00.000Z";"2014-08-17T21:09:00.000Z";"2781";519.1420288086;520.1900024414;483.6260070801;491.7950134277;24300900;6468997660.75;"2014-08-17T23:59:59.999Z"
"2014-08-16T00:00:00.000Z";"2014-08-16T23:59:59.999Z";"2014-08-16T23:14:00.000Z";"2014-08-16T09:54:00.000Z";"2781";497.8259887695;521.4749755859;487.7439880371;519.7080078125;22832500;6833965309.5;"2014-08-16T23:59:59.999Z"
"2014-08-15T00:00:00.000Z";"2014-08-15T23:59:59.999Z";"2014-08-15T01:54:00.000Z";"2014-08-15T16:59:00.000Z";"2781";511.1380004883;518.1790161133;487.925994873;497.0100097656;25598300;6533519506.5;"2014-08-15T23:59:59.999Z"
"2014-08-14T00:00:00.000Z";"2014-08-14T23:59:59.999Z";"2014-08-14T00:09:00.000Z";"2014-08-14T08:09:00.000Z";"2781";546.1810302734;546.2440185547;498.7250061035;505.9739990234;35803900;6649282619.7;"2014-08-14T23:59:59.999Z"
"2014-08-13T00:00:00.000Z";"2014-08-13T23:59:59.999Z";"2014-08-13T00:49:00.000Z";"2014-08-13T13:29:00.000Z";"2781";570.3770141602;573.0330200195;532.6669921875;546.6580200195;25777500;7181459812.45;"2014-08-13T23:59:59.999Z"
"2014-08-12T00:00:00.000Z";"2014-08-12T23:59:59.999Z";"2014-08-12T00:19:00.000Z";"2014-08-12T09:29:00.000Z";"2781";576.5120239258;576.9479980469;566.5949707031;569.6420288086;13978200;7481336242.8;"2014-08-12T23:59:59.999Z"
"2014-08-11T00:00:00.000Z";"2014-08-11T23:59:59.999Z";"2014-08-11T00:09:00.000Z";"2014-08-11T22:59:00.000Z";"2781";591.2819824219;591.507019043;574.0510253906;576.367980957;14764200;7567178699.6;"2014-08-11T23:59:59.999Z"
"2014-08-10T00:00:00.000Z";"2014-08-10T23:59:59.999Z";"2014-08-10T11:19:00.000Z";"2014-08-10T01:49:00.000Z";"2781";589.1719970703;594.4600219727;587.9420166016;591.0609741211;7555310;7757394871.03;"2014-08-10T23:59:59.999Z"
"2014-08-09T00:00:00.000Z";"2014-08-09T23:59:59.999Z";"2014-08-09T00:04:00.000Z";"2014-08-09T04:14:00.000Z";"2781";592.4699707031;592.4699707031;587.6329956055;589.3720092773;7922070;7732619577.2;"2014-08-09T23:59:59.999Z"
"2014-08-08T00:00:00.000Z";"2014-08-08T23:59:59.999Z";"2014-08-08T02:14:00.000Z";"2014-08-08T00:14:00.000Z";"2781";588.875;598.116027832;588.791015625;592.5770263672;11072000;7771958457.93;"2014-08-08T23:59:59.999Z"
"2014-08-07T00:00:00.000Z";"2014-08-07T23:59:59.999Z";"2014-08-07T20:59:00.000Z";"2014-08-07T08:59:00.000Z";"2781";584.6459960938;591.1040039063;584.0520019531;588.8690185547;11131400;7721014780.4;"2014-08-07T23:59:59.999Z"
"2014-08-06T00:00:00.000Z";"2014-08-06T23:59:59.999Z";"2014-08-06T17:09:00.000Z";"2014-08-06T12:19:00.000Z";"2781";585.9520263672;587.4860229492;583.0980224609;584.6530151367;14497900;7663383046.48;"2014-08-06T23:59:59.999Z"
"2014-08-05T00:00:00.000Z";"2014-08-05T23:59:59.999Z";"2014-08-05T00:39:00.000Z";"2014-08-05T21:59:00.000Z";"2781";589.0109863281;589.8649902344;584.1019897461;585.4359741211;10790800;7671275261.9;"2014-08-05T23:59:59.999Z"
"2014-08-04T00:00:00.000Z";"2014-08-04T23:59:59.999Z";"2014-08-04T15:04:00.000Z";"2014-08-04T09:39:00.000Z";"2781";586.2329711914;591.9459838867;583.7399902344;588.7819824219;9867570;7713117797.75;"2014-08-04T23:59:59.999Z"
"2014-08-03T00:00:00.000Z";"2014-08-03T23:59:59.999Z";"2014-08-03T00:39:00.000Z";"2014-08-03T07:24:00.000Z";"2781";588.8930053711;589.1510009766;581.6500244141;586.666015625;9917990;7683520602.05;"2014-08-03T23:59:59.999Z"
"2014-08-02T00:00:00.000Z";"2014-08-02T23:59:59.999Z";"2014-08-02T00:14:00.000Z";"2014-08-02T15:24:00.000Z";"2781";594.8980102539;594.9099731445;586.1550292969;589.3330078125;8359080;7716181168.97;"2014-08-02T23:59:59.999Z"
"2014-08-01T00:00:00.000Z";"2014-08-01T23:59:59.999Z";"2014-08-01T15:59:00.000Z";"2014-08-01T06:49:00.000Z";"2781";586.2020263672;597.9219970703;583.633972168;594.916015625;18215900;7786796032.4;"2014-08-01T23:59:59.999Z"
"2014-07-31T00:00:00.000Z";"2014-07-31T23:59:59.999Z";"2014-07-31T18:04:00.000Z";"2014-07-31T00:24:00.000Z";"2781";567.367980957;586.2349853516;564.5109863281;586.2349853516;22467900;7670841007.38;"2014-07-31T23:59:59.999Z"
"2014-07-30T00:00:00.000Z";"2014-07-30T23:59:59.999Z";"2014-07-30T08:59:00.000Z";"2014-07-30T23:44:00.000Z";"2781";584.7420043945;585.1220092773;564.8959960938;567.2930297852;14898800;7420859009.27;"2014-07-30T23:59:59.999Z"
"2014-07-29T00:00:00.000Z";"2014-07-29T23:59:59.999Z";"2014-07-29T05:24:00.000Z";"2014-07-29T14:44:00.000Z";"2781";585.5520019531;588.3850097656;581.6950073242;584.7249755859;11275400;7646390352.5;"2014-07-29T23:59:59.999Z"
"2014-07-28T00:00:00.000Z";"2014-07-28T23:59:59.999Z";"2014-07-28T01:09:00.000Z";"2014-07-28T13:34:00.000Z";"2781";594.1370239258;594.5729980469;575.1849975586;585.6909790039;19316400;7656826296.65;"2014-07-28T23:59:59.999Z"
"2014-07-27T00:00:00.000Z";"2014-07-27T23:59:59.999Z";"2014-07-27T01:29:00.000Z";"2014-07-27T23:34:00.000Z";"2781";595.6719970703;598.9420166016;593.4299926758;593.8519897461;7774230;7761289328.8;"2014-07-27T23:59:59.999Z"
"2014-07-26T00:00:00.000Z";"2014-07-26T23:59:59.999Z";"2014-07-26T01:54:00.000Z";"2014-07-26T10:14:00.000Z";"2781";601.5419921875;602.0880126953;593.9639892578;595.8129882813;10752900;7784669228.12;"2014-07-26T23:59:59.999Z"
"2014-07-25T00:00:00.000Z";"2014-07-25T23:59:59.999Z";"2014-07-25T05:14:00.000Z";"2014-07-25T07:54:00.000Z";"2781";601.5120239258;607.0650024414;597.2260131836;601.0889892578;12279500;7851574790.25;"2014-07-25T23:59:59.999Z"
"2014-07-24T00:00:00.000Z";"2014-07-24T23:59:59.999Z";"2014-07-24T06:39:00.000Z";"2014-07-24T13:44:00.000Z";"2781";619.4959716797;620.4290161133;595.5659790039;601.7329711914;20917200;7857489687.3;"2014-07-24T23:59:59.999Z"
"2014-07-23T00:00:00.000Z";"2014-07-23T23:59:59.999Z";"2014-07-23T13:19:00.000Z";"2014-07-23T23:14:00.000Z";"2781";621.1229858398;624.4310302734;618.2930297852;619.4149780273;11056600;8086153117.5;"2014-07-23T23:59:59.999Z"
"2014-07-22T00:00:00.000Z";"2014-07-22T23:59:59.999Z";"2014-07-22T04:14:00.000Z";"2014-07-22T19:49:00.000Z";"2781";622.2730102539;624.2979736328;620.9569702148;621.5510253906;9602880;8111799945.9;"2014-07-22T23:59:59.999Z"
"2014-07-21T00:00:00.000Z";"2014-07-21T23:59:59.999Z";"2014-07-21T00:19:00.000Z";"2014-07-21T13:34:00.000Z";"2781";623.950012207;624.0900268555;619.1090087891;622.2109985352;10711900;8118204690.85;"2014-07-21T23:59:59.999Z"
"2014-07-20T00:00:00.000Z";"2014-07-20T23:59:59.999Z";"2014-07-20T00:04:00.000Z";"2014-07-20T22:29:00.000Z";"2781";628.5590209961;628.5590209961;622.7750244141;623.9000244141;5760120;8137808455;"2014-07-20T23:59:59.999Z"
"2014-07-19T00:00:00.000Z";"2014-07-19T23:59:59.999Z";"2014-07-19T00:04:00.000Z";"2014-07-19T03:59:00.000Z";"2781";629.166015625;629.166015625;624.5969848633;628.5150146484;7222030;8195599906.88;"2014-07-19T23:59:59.999Z"
"2014-07-18T00:00:00.000Z";"2014-07-18T23:59:59.999Z";"2014-07-18T23:54:00.000Z";"2014-07-18T12:04:00.000Z";"2781";622.3690185547;629.2130126953;620.4719848633;628.7789916992;14158100;8196212862.38;"2014-07-18T23:59:59.999Z"
"2014-07-17T00:00:00.000Z";"2014-07-17T23:59:59.999Z";"2014-07-17T15:29:00.000Z";"2014-07-17T12:14:00.000Z";"2781";616.5390014648;626.2899780273;608.3989868164;623.0889892578;16576700;8119394872.88;"2014-07-17T23:59:59.999Z"
"2014-07-16T00:00:00.000Z";"2014-07-16T23:59:59.999Z";"2014-07-16T03:34:00.000Z";"2014-07-16T14:34:00.000Z";"2781";622.0130004883;623.0919799805;615.325012207;616.799987793;13182400;8034806880;"2014-07-16T23:59:59.999Z"
"2014-07-15T00:00:00.000Z";"2014-07-15T23:59:59.999Z";"2014-07-15T10:44:00.000Z";"2014-07-15T03:54:00.000Z";"2781";619.9959716797;625.1409912109;619.6350097656;621.5859985352;10873200;8094883398.7;"2014-07-15T23:59:59.999Z"
"2014-07-14T00:00:00.000Z";"2014-07-14T23:59:59.999Z";"2014-07-14T00:34:00.000Z";"2014-07-14T14:44:00.000Z";"2781";626.5620117188;627.3419799805;617.3220214844;619.3150024414;12706800;8062877467.88;"2014-07-14T23:59:59.999Z"
"2014-07-13T00:00:00.000Z";"2014-07-13T23:59:59.999Z";"2014-07-13T00:34:00.000Z";"2014-07-13T19:04:00.000Z";"2781";634.2169799805;634.7269897461;624.908996582;626.4970092773;11291000;8154265678.05;"2014-07-13T23:59:59.999Z"
"2014-07-12T00:00:00.000Z";"2014-07-12T23:59:59.999Z";"2014-07-12T02:24:00.000Z";"2014-07-12T16:04:00.000Z";"2781";631.8809814453;636.6580200195;626.9819946289;633.7130126953;13329000;8245635913.62;"2014-07-12T23:59:59.999Z"
"2014-07-11T00:00:00.000Z";"2014-07-11T23:59:59.999Z";"2014-07-11T23:54:00.000Z";"2014-07-11T06:49:00.000Z";"2781";616.6619873047;632.0859985352;615.7689819336;632.0029907227;16467100;8220889623.03;"2014-07-11T23:59:59.999Z"
"2014-07-10T00:00:00.000Z";"2014-07-10T23:59:59.999Z";"2014-07-10T06:34:00.000Z";"2014-07-10T13:44:00.000Z";"2781";624.8259887695;626.116027832;612.3460083008;616.7620239258;15880700;8020234276.55;"2014-07-10T23:59:59.999Z"
"2014-07-09T00:00:00.000Z";"2014-07-09T23:59:59.999Z";"2014-07-09T15:14:00.000Z";"2014-07-09T09:49:00.000Z";"2781";625.2210083008;626.9979858398;622.5960083008;624.508972168;9819150;8118679450.9;"2014-07-09T23:59:59.999Z"
"2014-07-08T00:00:00.000Z";"2014-07-08T23:59:59.999Z";"2014-07-08T21:49:00.000Z";"2014-07-08T02:19:00.000Z";"2781";622.5700073242;626.6950073242;620.9069824219;624.8179931641;10005500;8120056625.75;"2014-07-08T23:59:59.999Z"
"2014-07-07T00:00:00.000Z";"2014-07-07T23:59:59.999Z";"2014-07-07T05:11:10.000Z";"2014-07-07T16:31:10.000Z";"2781";635.4630126953;637.1569824219;617.007019043;624.0859985352;17813600;8108140914.15;"2014-07-07T23:59:59.999Z"
"2014-07-06T00:00:00.000Z";"2014-07-06T23:59:59.999Z";"2014-07-06T01:51:14.000Z";"2014-07-06T00:51:08.000Z";"2781";631.7719726563;638.6530151367;631.1599731445;635.8070068359;10080000;8258179219.5;"2014-07-06T23:59:59.999Z"
"2014-07-05T00:00:00.000Z";"2014-07-05T23:59:59.999Z";"2014-07-05T16:11:09.000Z";"2014-07-05T06:36:09.000Z";"2781";629.9509887695;633.2219848633;628.0040283203;631.4569702148;9105940;8199437572.15;"2014-07-05T23:59:59.999Z"
"2014-07-04T00:00:00.000Z";"2014-07-04T23:59:59.999Z";"2014-07-04T04:06:14.000Z";"2014-07-04T23:26:15.000Z";"2781";644.6459960938;648.4329833984;629.4030151367;630.6920166016;22237200;8187107455.8;"2014-07-04T23:59:59.999Z"
"2014-07-03T00:00:00.000Z";"2014-07-03T23:59:59.999Z";"2014-07-03T00:01:08.000Z";"2014-07-03T19:06:12.000Z";"2781";650.7689819336;650.7689819336;641.3029785156;645.1560058594;18949000;8372189412;"2014-07-03T23:59:59.999Z"
"2014-07-02T00:00:00.000Z";"2014-07-02T23:59:59.999Z";"2014-07-02T18:36:11.000Z";"2014-07-02T01:26:14.000Z";"2781";641.0369873047;656.6779785156;638.3389892578;650.8790283203;25768200;8444194978.48;"2014-07-02T23:59:59.999Z"
"2014-07-01T00:00:00.000Z";"2014-07-01T23:59:59.999Z";"2014-07-01T12:26:11.000Z";"2014-07-01T00:41:11.000Z";"2781";641.3909912109;657.8579711914;640.1069946289;640.8060302734;38446300;8311317900.6;"2014-07-01T23:59:59.999Z"
"2014-06-30T00:00:00.000Z";"2014-06-30T23:59:59.999Z";"2014-06-30T20:56:12.000Z";"2014-06-30T00:26:13.000Z";"2781";602.6199951172;645.1550292969;599.8829956055;639.7969970703;46422400;8296103744.68;"2014-06-30T23:59:59.999Z"
"2014-06-29T00:00:00.000Z";"2014-06-29T23:59:59.999Z";"2014-06-29T23:31:08.000Z";"2014-06-29T13:36:10.000Z";"2781";596.3319702148;604.0759887695;596.1619873047;602.7150268555;8897470;7813280834.62;"2014-06-29T23:59:59.999Z"
"2014-06-28T00:00:00.000Z";"2014-06-28T23:59:59.999Z";"2014-06-28T12:46:12.000Z";"2014-06-28T14:11:11.000Z";"2781";599.0770263672;604.4730224609;595.9180297852;596.5490112305;13398100;7730991679.22;"2014-06-28T23:59:59.999Z"
"2014-06-27T00:00:00.000Z";"2014-06-27T23:59:59.999Z";"2014-06-27T23:01:09.000Z";"2014-06-27T00:26:08.000Z";"2781";581.2969970703;600.1240234375;579.8850097656;597.2609863281;20814600;7737366939.75;"2014-06-27T23:59:59.999Z"
"2014-06-26T00:00:00.000Z";"2014-06-26T23:59:59.999Z";"2014-06-26T23:36:11.000Z";"2014-06-26T00:36:10.000Z";"2781";566.1370239258;581.6290283203;564.7310180664;581.1370239258;14655900;7525767735.27;"2014-06-26T23:59:59.999Z"
"2014-06-25T00:00:00.000Z";"2014-06-25T23:59:59.999Z";"2014-06-25T00:36:09.000Z";"2014-06-25T12:11:13.000Z";"2781";581.8090209961;583.5989990234;565.625;566.3359985352;20687700;7331658430.4;"2014-06-25T23:59:59.999Z"
"2014-06-24T00:00:00.000Z";"2014-06-24T23:59:59.999Z";"2014-06-24T14:46:14.000Z";"2014-06-24T23:56:09.000Z";"2781";593.9699707031;596.9710083008;582.3569946289;582.3569946289;14144900;7536340172.7;"2014-06-24T23:59:59.999Z"
"2014-06-23T00:00:00.000Z";"2014-06-23T23:59:59.999Z";"2014-06-23T02:01:11.000Z";"2014-06-23T13:16:06.000Z";"2781";602.1610107422;603.2119750977;586.3430175781;593.9840087891;14053800;7684029467.2;"2014-06-23T23:59:59.999Z"
"2014-06-22T00:00:00.000Z";"2014-06-22T23:59:59.999Z";"2014-06-22T09:16:09.000Z";"2014-06-22T00:56:08.000Z";"2781";595.9039916992;605.9970092773;594.6270141602;602.2730102539;10877700;7788609492.83;"2014-06-22T23:59:59.999Z"
"2014-06-21T00:00:00.000Z";"2014-06-21T23:59:59.999Z";"2014-06-21T13:31:06.000Z";"2014-06-21T03:46:07.000Z";"2781";593.6779785156;599.4619750977;587.7369995117;594.9920043945;9256290;7691773954.8;"2014-06-21T23:59:59.999Z"
"2014-06-20T00:00:00.000Z";"2014-06-20T23:59:59.999Z";"2014-06-20T04:21:09.000Z";"2014-06-20T08:36:07.000Z";"2781";597.4019775391;599.7540283203;587.7559814453;594.1459960938;18134100;7678074489.75;"2014-06-20T23:59:59.999Z"
"2014-06-19T00:00:00.000Z";"2014-06-19T23:59:59.999Z";"2014-06-19T06:26:09.000Z";"2014-06-19T23:06:06.000Z";"2781";608.0700073242;612.241027832;597.0180053711;598.0709838867;12803800;7726000792.2;"2014-06-19T23:59:59.999Z"
"2014-06-18T00:00:00.000Z";"2014-06-18T23:59:59.999Z";"2014-06-18T01:01:06.000Z";"2014-06-18T17:21:07.000Z";"2781";609.7670288086;615.8809814453;604.3959960938;607.9580078125;17862000;7851200009.9;"2014-06-18T23:59:59.999Z"
"2014-06-17T00:00:00.000Z";"2014-06-17T23:59:59.999Z";"2014-06-17T23:51:07.000Z";"2014-06-17T01:36:11.000Z";"2781";591.5859985352;610.8889770508;590.4000244141;610.8640136719;18597300;7886300054.8;"2014-06-17T23:59:59.999Z"
"2014-06-16T00:00:00.000Z";"2014-06-16T23:59:59.999Z";"2014-06-16T12:31:07.000Z";"2014-06-16T03:31:08.000Z";"2781";592.6489868164;608.7199707031;587.0679931641;592.1879882813;28677500;7642482234;"2014-06-16T23:59:59.999Z"
"2014-06-15T00:00:00.000Z";"2014-06-15T23:59:59.999Z";"2014-06-15T23:56:07.000Z";"2014-06-15T11:01:07.000Z";"2781";575.9279785156;592.9370117188;554.8909912109;592.9370117188;23580900;7649361649.6;"2014-06-15T23:59:59.999Z"
"2014-06-14T00:00:00.000Z";"2014-06-14T23:59:59.999Z";"2014-06-14T00:06:04.000Z";"2014-06-14T16:46:06.000Z";"2781";600.7459716797;601.2700195313;549.8209838867;577.3579711914;38481200;7445594334.05;"2014-06-14T23:59:59.999Z"
"2014-06-13T00:00:00.000Z";"2014-06-13T23:59:59.999Z";"2014-06-13T12:01:05.000Z";"2014-06-13T00:01:08.000Z";"2781";585.6959838867;615.1370239258;585.6959838867;600.1630249023;35700700;7737046326.73;"2014-06-13T23:59:59.999Z"
"2014-06-12T00:00:00.000Z";"2014-06-12T23:59:59.999Z";"2014-06-12T05:01:06.000Z";"2014-06-12T22:31:06.000Z";"2781";633.4279785156;638.1090087891;573.2719726563;586.9520263672;50818800;7564343900;"2014-06-12T23:59:59.999Z"
"2014-06-11T00:00:00.000Z";"2014-06-11T23:59:59.999Z";"2014-06-11T02:56:08.000Z";"2014-06-11T22:06:07.000Z";"2781";653.1879882813;657.0399780273;632.5469970703;633.0200195313;25163800;8155307438.5;"2014-06-11T23:59:59.999Z"
"2014-06-10T00:00:00.000Z";"2014-06-10T23:59:59.999Z";"2014-06-10T07:51:04.000Z";"2014-06-10T02:51:06.000Z";"2781";650.0419921875;659.6149902344;646.5640258789;653.1500244141;17913400;8412294411.25;"2014-06-10T23:59:59.999Z"
"2014-06-09T00:00:00.000Z";"2014-06-09T23:59:59.999Z";"2014-06-09T01:36:06.000Z";"2014-06-09T08:16:06.000Z";"2781";655.6400146484;657.7030029297;644.3930053711;649.158996582;19065400;8358149330.65;"2014-06-09T23:59:59.999Z"
"2014-06-08T00:00:00.000Z";"2014-06-08T23:59:59.999Z";"2014-06-08T08:31:05.000Z";"2014-06-08T19:36:06.000Z";"2781";654.9940185547;658.883972168;653.4699707031;656.1400146484;8614190;8445489606.5;"2014-06-08T23:59:59.999Z"
"2014-06-07T00:00:00.000Z";"2014-06-07T23:59:59.999Z";"2014-06-07T12:46:09.000Z";"2014-06-07T02:01:09.000Z";"2781";653.5219726563;656.9439697266;644.9069824219;654.9689941406;15855300;8428206588.9;"2014-06-07T23:59:59.999Z"
"2014-06-06T00:00:00.000Z";"2014-06-06T23:59:59.999Z";"2014-06-06T09:16:08.000Z";"2014-06-06T05:41:06.000Z";"2781";659.2830200195;661.366027832;652.3040161133;653.7020263672;18680100;8409353268.4;"2014-06-06T23:59:59.999Z"
"2014-06-05T00:00:00.000Z";"2014-06-05T23:59:59.999Z";"2014-06-05T14:06:05.000Z";"2014-06-05T00:06:06.000Z";"2781";641.0720214844;663.5260009766;640.0900268555;659.2579956055;29621300;8478552323.5;"2014-06-05T23:59:59.999Z"
